problem,n,m,success,objective,infeasibility,evaluations,time,exit_code,message
HIMMELBB,2,0,True,1.4642374792268825e-14,0.0,22,0.0002846717834472656,3,Function tolerance reached
HIMMELBC,2,2,False,0.0,5.01629873065061,36,0.0012238025665283203,3,Infeasible solution
HIMMELBCLS,2,0,True,3.3060201276935787e-10,0.0,22,0.00020551681518554688,3,Function tolerance reached
HIMMELBD,2,2,False,0.0,2.756964469090891,10,0.00032138824462890625,3,Infeasible solution
HIMMELBE,3,3,False,0.0,2.2000227271553356,92,0.003133058547973633,3,Infeasible solution
HIMMELBF,4,0,True,319.68716144107844,0.0,22,0.00030803680419921875,3,Function tolerance reached
HIMMELBFNE,4,7,False,0.0,132424.25318503147,29,0.002391338348388672,3,Infeasible solution
HIMMELBG,2,0,True,1.2497244380695146e-16,0.0,28,0.00027823448181152344,3,Function tolerance reached
HIMMELBH,2,0,True,-0.9999999999992988,0.0,14,0.00015687942504882812,3,Function tolerance reached
HIMMELBI,100,12,False,-1754.1619234617415,551.0400975919534,16,0.14587903022766113,3,Infeasible solution
HIMMELBJ,43,14,False,-30.416499160125813,65.61342915107154,1001,2.5341172218322754,5,Infeasible solution
HIMMELBK,24,14,False,0.03414263250436129,0.3171473499127745,60,0.05725812911987305,3,Infeasible solution
HIMMELP1,2,0,True,-23.89741875133916,0.0,11,0.00016379356384277344,3,Function tolerance reached
HIMMELP2,2,1,True,-62.053931637052415,0.0,26,0.00081634521484375,3,Function tolerance reached
HIMMELP3,2,2,True,-59.01317776912174,0.0,9,0.0007045269012451172,3,Function tolerance reached
HIMMELP4,2,3,True,-59.01317776912174,0.0,9,0.0008025169372558594,3,Function tolerance reached
HIMMELP5,2,3,True,-59.01317776912174,0.0,13,0.0008547306060791016,3,Function tolerance reached
HIMMELP6,2,5,True,-59.01317776912174,0.0,10,0.0010151863098144531,3,Function tolerance reached
HOLMES,180,0,True,1248.162482745779,0.0,15,1.3002934455871582,3,Function tolerance reached
HONG,4,1,True,22.57109129748034,9.007323736875961e-08,152,0.002997159957885742,3,Function tolerance reached
HS1,2,0,True,0.0014273230352145447,0.0,20,0.0002129077911376953,3,Function tolerance reached
HS10,2,1,True,-1.0000003207828512,6.415658289071757e-07,137,0.003564596176147461,3,Function tolerance reached
HS100,7,4,False,145.28345224410037,15066.651514125064,283,0.0344545841217041,3,Infeasible solution
HS100LNP,7,2,False,145.21121594596036,15141.600682224498,76,0.0035848617553710938,3,Infeasible solution
HS100MOD,7,4,False,-16.097317354798538,62766.71313563296,22,0.004077434539794922,3,Infeasible solution
HS101,7,5,False,100.06357947263828,5173.1371976728415,47,0.008028984069824219,3,Infeasible solution
HS102,7,5,False,99.99999995684435,2310.375954649688,114,0.019580602645874023,3,Infeasible solution
HS103,7,5,False,99.9999999999886,24.61036397603055,105,0.01752758026123047,3,Infeasible solution
HS104,8,5,False,0.9999999999632532,1.5892287631077118,39,0.00765681266784668,3,Infeasible solution
HS105,8,1,False,nan,nan,nan,nan,,Optimization error: 
HS106,8,6,False,2100.0,493323.71797402477,26,0.007016658782958984,3,Infeasible solution
HS107,9,6,False,0.0,2.2781471621513063,47,0.006099700927734375,3,Infeasible solution
HS108,9,13,False,nan,nan,nan,nan,,Optimization error: 
HS109,9,10,False,nan,nan,nan,nan,,Optimization error: 
HS11,2,1,True,-8.498464587441253,1.1946455047429083e-07,128,0.003009796142578125,3,Function tolerance reached
HS110,10,0,True,-45.778472331733006,0.0,11,0.0004456043243408203,3,Function tolerance reached
HS111,10,3,False,nan,nan,nan,nan,,Optimization error: 
HS111LNP,10,3,False,nan,nan,nan,nan,,Optimization error: 
HS112,10,3,False,-20.960285092994035,1.4491376746189437,1001,0.16412615776062012,5,Infeasible solution
HS113,10,8,False,-29.186707413292986,165.67420804694245,71,0.03485441207885742,3,Infeasible solution
HS114,10,11,False,-24549.246040990314,6054.38649007254,157,0.08407878875732422,3,Infeasible solution
HS116,13,14,False,16.783896916041908,93.16640109718666,41,0.044484615325927734,4,Infeasible solution
HS117,15,5,False,-19.99848479701223,143.30171376854915,360,0.0950174331665039,3,Infeasible solution
HS118,15,17,False,269.29265000000623,156.86618501130405,44,0.05643939971923828,3,Infeasible solution
HS119,16,8,False,nan,nan,nan,nan,,Optimization error: 
HS12,2,1,True,-30.000000032919342,6.5838678509067e-08,98,0.0019605159759521484,3,Function tolerance reached
HS13,2,1,False,nan,nan,nan,nan,,Optimization error: 
HS14,2,2,False,0.19999988163061966,1.769999721834553,91,0.002642393112182617,3,Infeasible solution
HS15,2,2,False,3.9821583028084717,1.986556500673318,64,0.0021920204162597656,3,Infeasible solution
HS16,2,2,False,nan,nan,nan,nan,,Optimization error: 
HS17,2,2,False,nan,nan,nan,nan,,Optimization error: 
HS18,2,2,False,0.2500029927667995,25.0,39,0.0015196800231933594,3,Infeasible solution
HS19,2,2,False,-7973.0,11.0,5,0.0006809234619140625,3,Infeasible solution
HS1NE,2,2,True,0.0,0.0,81,0.0022745132446289062,3,Function tolerance reached
HS2,2,0,False,nan,nan,nan,nan,,Optimization error: 
HS20,2,3,False,nan,nan,nan,nan,,Optimization error: 
HS21,2,1,False,nan,nan,nan,nan,,Optimization error: 
HS21MOD,7,1,False,nan,nan,nan,nan,,Optimization error: 
HS22,2,2,False,0.8248334355107726,0.5234674049310712,92,0.003800630569458008,3,Infeasible solution
HS23,2,5,False,3.7416469302007885e-42,9.1104335791443,13,0.0010721683502197266,3,Infeasible solution
HS24,2,3,False,-2.6214399928483862,2.0784609881854523,70,0.003086090087890625,3,Infeasible solution
HS25,3,0,True,32.834999999663594,0.0,26,0.00042629241943359375,4,Parameter tolerance reached
HS25NE,3,99,False,0.0,5.642983330916344,201,0.11889958381652832,3,Infeasible solution
HS26,3,1,True,2.1932673428333967e-08,1.0644579218066497e-08,81,0.0016565322875976562,4,Parameter tolerance reached
HS268,5,5,True,2.281256456626579e-06,0.0,39,0.004718303680419922,3,Function tolerance reached
HS27,3,1,True,0.04000005694570819,5.422239830822173e-07,119,0.0025167465209960938,3,Function tolerance reached
HS28,3,1,True,8.838216680615499e-16,2.2009021272140217e-09,22,0.0005388259887695312,4,Parameter tolerance reached
HS29,3,1,True,-22.627417151470794,2.3619680789011e-07,109,0.002427339553833008,3,Function tolerance reached
HS2NE,2,2,False,nan,nan,nan,nan,,Optimization error: 
HS3,2,0,True,0.0009999239971299396,0.0,4,7.319450378417969e-05,3,Function tolerance reached
HS30,3,1,True,1.0,0.0,6,0.00020742416381835938,3,Function tolerance reached
HS31,3,1,True,6.0004444190097725,0.0,42,0.0016057491302490234,4,Parameter tolerance reached
HS32,3,2,True,0.9999997871776374,1.0641119196908022e-07,76,0.0027174949645996094,3,Function tolerance reached
HS33,3,2,True,-4.000000000683766,2.7350628428735035e-09,31,0.0012519359588623047,3,Function tolerance reached
HS34,3,2,False,-100.0,2.6881171418161356e+43,7,0.0006203651428222656,3,Infeasible solution
HS35,3,1,True,0.11111184273256991,0.0,59,0.0021817684173583984,3,Function tolerance reached
HS35I,3,1,True,0.11111184273256991,0.0,59,0.0019245147705078125,3,Function tolerance reached
HS35MOD,2,1,True,0.2500004105683442,0.0,21,0.0006005764007568359,3,Function tolerance reached
HS36,3,1,True,-3299.999999964633,0.0,29,0.0009906291961669922,3,Function tolerance reached
HS37,3,2,False,-74088.0,138.0,4,0.0004532337188720703,3,Infeasible solution
HS38,4,0,True,7.872116683455294,0.0,26,0.0004367828369140625,3,Function tolerance reached
HS39,4,2,False,nan,nan,nan,nan,,Optimization error: 
HS3MOD,2,0,True,0.0,0.0,13,0.00015687942504882812,3,Function tolerance reached
HS4,2,0,True,2.666666664,0.0,3,7.796287536621094e-05,3,Function tolerance reached
HS40,4,3,False,nan,nan,nan,nan,,Optimization error: 
HS41,4,1,False,nan,nan,nan,nan,,Optimization error: 
HS42,4,2,False,12.857864832400782,1.0000000000000162,84,0.0025970935821533203,3,Infeasible solution
HS43,4,3,False,-44.742751565457496,3.7701081367045552,108,0.007928133010864258,3,Infeasible solution
HS44,4,6,False,nan,nan,nan,nan,,Optimization error: 
HS44NEW,4,6,False,nan,nan,nan,nan,,Optimization error: 
HS45,5,0,False,nan,nan,nan,nan,,Optimization error: 
HS46,5,2,True,8.714133579530313e-08,0.008172906614812176,48,0.002511262893676758,4,Parameter tolerance reached
HS47,5,3,False,nan,nan,nan,nan,,Optimization error: 
HS48,5,2,False,1.232595164407831e-32,0.5882352941239718,48,0.001842498779296875,4,Infeasible solution
HS49,5,2,False,6.751185164586573e-10,14.979610574222283,40,0.0020513534545898438,4,Infeasible solution
HS5,2,0,True,-1.9132229494249628,0.0,11,0.00014257431030273438,3,Function tolerance reached
HS50,5,3,True,5.10193370784665e-14,0.0025593656479702956,60,0.003998279571533203,3,Function tolerance reached
HS51,5,3,True,9.860761315262648e-31,4.7207330545682824e-15,18,0.0010380744934082031,3,Function tolerance reached
HS52,5,3,False,1.1093356479670479e-31,3.249999999999999,20,0.003281831741333008,3,Infeasible solution
HS53,5,3,False,1.8004644379498034e-16,4.000000002090635,27,0.0020132064819335938,4,Infeasible solution
HS54,6,1,True,-0.15395252606578755,7.166818249970675e-10,98,0.002443552017211914,3,Function tolerance reached
HS55,6,6,False,1.0,7.071067811865473,5,0.0005903244018554688,3,Infeasible solution
HS56,7,4,False,-3.456000608639803,1.428294587009093,100,0.008334875106811523,3,Infeasible solution
HS57,2,1,True,0.030646305876090123,0.0,8,0.0003979206085205078,3,Function tolerance reached
HS59,2,3,False,nan,nan,nan,nan,,Optimization error: 
HS6,2,1,True,1.1385518194433518e-13,4.3519073456010915e-07,52,0.0009768009185791016,4,Parameter tolerance reached
HS60,3,1,True,0.032568196881234496,3.1768445674096313e-07,116,0.002719879150390625,3,Function tolerance reached
HS61,3,2,False,-151.04352402722145,23.738113338353713,241,0.006595134735107422,3,Infeasible solution
HS62,3,1,True,-26272.51452606805,1.8151395574095286e-08,236,0.0037047863006591797,3,Function tolerance reached
HS63,3,2,False,943.9924682752096,29.579265177125624,243,0.005192279815673828,3,Infeasible solution
HS64,3,1,True,7188.8424564633215,0.0,23,0.0006747245788574219,3,Function tolerance reached
HS65,3,1,False,nan,nan,nan,nan,,Optimization error: 
HS66,3,2,False,-79.70917017745286,2.6881171418161356e+43,7,0.0004620552062988281,3,Infeasible solution
HS67,3,14,False,-871.47292763926,0.31449458513463924,6,0.0028238296508789062,3,Infeasible solution
HS68,4,2,False,-0.9315194400115079,0.3180690803013296,101,0.0037546157836914062,3,Infeasible solution
HS69,4,2,False,-971.8493743560001,0.9999999999894299,232,0.008336305618286133,3,Infeasible solution
HS7,2,1,True,-1.732050895211062,3.0360144132046685e-07,167,0.0023643970489501953,3,Function tolerance reached
HS70,4,1,True,0.007498470516255954,0.0,43,0.004565000534057617,3,Function tolerance reached
HS71,4,2,False,13.211102543137791,6.972243642155519,50,0.0027871131896972656,3,Infeasible solution
HS72,4,2,True,671.3216495503043,0.0191561657368973,170,0.016676664352416992,3,Function tolerance reached
HS73,4,3,False,24.550000000001155,10.233075114582748,103,0.004648447036743164,3,Infeasible solution
HS74,4,5,False,0.0,1563.4149907977794,15,0.002576589584350586,4,Infeasible solution
HS75,4,5,False,1.0036792851836287e-14,1557.8546832242914,23,0.0022039413452148438,4,Infeasible solution
HS76,4,3,False,-5.249998639123204,2.496441281120873,7,0.002059459686279297,3,Infeasible solution
HS76I,4,3,False,-5.249998639123204,2.496441281120873,7,0.0014483928680419922,3,Infeasible solution
HS77,5,2,False,0.21190563542539914,0.8494791989949235,133,0.007773160934448242,3,Infeasible solution
HS78,5,3,False,nan,nan,nan,nan,,Optimization error: 
HS79,5,3,False,0.0321714294050685,2.0051642314770897,98,0.0056912899017333984,3,Infeasible solution
HS8,2,2,False,-1.0,6.892208049234339,33,0.0007796287536621094,3,Infeasible solution
HS80,5,3,False,6.654915730072849e-13,12.35651706555078,42,0.003353118896484375,3,Infeasible solution
HS81,5,3,False,-8.926193117986259e-14,49.75351949261495,142,0.007935523986816406,4,Infeasible solution
HS83,5,3,False,-31026.427726438495,1.2902796756673638,62,0.004988670349121094,3,Infeasible solution
HS84,5,3,False,nan,nan,nan,nan,,Optimization error: 
HS85,5,21,False,-1.6656999165492015,9.90693868470342,9,0.010818243026733398,3,Infeasible solution
HS86,5,10,False,-61.44832965977531,7.373966391805927,27,0.008235692977905273,3,Infeasible solution
HS87,6,4,False,0.0,233.86245216604985,39,0.0027844905853271484,4,Infeasible solution
HS88,2,1,False,nan,nan,nan,nan,,Optimization error: 
HS89,3,1,False,nan,nan,nan,nan,,Optimization error: 
HS9,2,1,True,-0.5000000098740643,3.1128552890891115e-07,36,0.0005948543548583984,3,Function tolerance reached
HS90,4,1,True,1.3625795445495952,7.298380695076304e-08,196,0.22461795806884766,3,Function tolerance reached
HS91,5,1,True,1.3626300760549261,2.5696764848157105e-08,263,0.4744126796722412,3,Function tolerance reached
HS92,6,1,True,1.3626461083231496,1.1086033959250663e-08,215,0.6828746795654297,3,Function tolerance reached
HS93,6,2,False,6.485188796881659e-17,2.07,5,0.0013756752014160156,3,Infeasible solution
HS95,6,4,False,0.0,4.97,3,0.0004258155822753906,3,Infeasible solution
HS96,6,4,False,0.0,4.97,3,0.00047206878662109375,3,Infeasible solution
HS97,6,4,False,0.0,41.44918937687443,3,0.0003306865692138672,3,Infeasible solution
HS98,6,4,False,0.0,41.44918937687443,3,0.0003333091735839844,3,Infeasible solution
HS99,7,2,False,nan,nan,nan,nan,,Optimization error: 
HS99EXP,28,21,False,0.0,2006265.385196163,52,0.06905913352966309,3,Infeasible solution
HUBFIT,2,1,True,0.016893444928738434,4.0802220352409435e-07,51,0.0012068748474121094,3,Function tolerance reached
HUMPS,2,0,True,10.239022597889765,0.0,29,0.0002636909484863281,3,Function tolerance reached
HYDC20LS,99,0,True,413.54717873291725,0.0,16,0.01642441749572754,3,Function tolerance reached
HYDCAR20,99,99,False,0.0,36.35200893598594,15,0.5075175762176514,3,Infeasible solution
HYDCAR6,29,29,False,0.0,23.897875173926177,15,0.039501190185546875,3,Infeasible solution
HYDCAR6LS,29,0,True,0.0409241922139278,0.0,115,0.02529001235961914,3,Function tolerance reached
HYDROELS,167,168,True,-3429791.1566502852,0.0,5,0.8611252307891846,3,Function tolerance reached
HYPCIR,2,2,False,0.0,1.0000000000000229,52,0.0013997554779052734,3,Infeasible solution
INTEQNE,12,12,False,0.0,0.2518270068080544,3,0.0007224082946777344,3,Infeasible solution
JENSMP,2,0,True,2020.0,0.0,14,0.00011706352233886719,3,Function tolerance reached
JENSMPNE,2,10,False,0.0,13.624026122242592,16,0.0017592906951904297,3,Infeasible solution
JUDGE,2,0,True,16.081732862777855,0.0,18,0.0002148151397705078,3,Function tolerance reached
JUDGEB,2,0,True,20.482342334333833,0.0,18,0.0002319812774658203,3,Function tolerance reached
JUDGENE,2,20,False,0.0,5.018885565852999,16,0.003030061721801758,3,Infeasible solution
KIRBY2,5,151,False,0.0,711.2237659390177,117,0.1846766471862793,3,Infeasible solution
KIRBY2LS,5,0,True,373285.3585472709,0.0,15,0.000308990478515625,4,Parameter tolerance reached
KISSING,127,903,False,0.0,6.185477331389495,44,30.74556565284729,6,Infeasible solution
KISSING2,94,625,False,-95.9997954262337,95.99999928235664,35,8.933012008666992,3,Infeasible solution
KIWCRESC,3,2,False,-32006259907.571644,9.977742110212171e+19,128,0.0040438175201416016,3,Infeasible solution
KOEBHELB,3,0,True,112.27255752150641,0.0,17,0.0006482601165771484,3,Function tolerance reached
KOEBHELBNE,3,156,False,0.0,10.647438028842796,1001,1.6056725978851318,5,Infeasible solution
KOWOSB,4,0,True,0.0003078011257634266,0.0,29,0.00058746337890625,3,Function tolerance reached
KOWOSBNE,4,11,False,0.0,0.16821615346522456,63,0.01134490966796875,3,Infeasible solution
LAKES,90,78,False,6.244266294730624e-11,1059.479011271797,31,0.4353759288787842,4,Infeasible solution
LANCZOS1,6,24,False,0.0,21.836020046256007,106,0.0617375373840332,3,Infeasible solution
LANCZOS1LS,6,0,True,0.0008761685599431865,0.0,52,0.002011537551879883,3,Function tolerance reached
LANCZOS2,6,24,False,0.0,21.836021298556847,106,0.05411839485168457,3,Infeasible solution
LANCZOS2LS,6,0,True,0.0008762594673208421,0.0,52,0.0018916130065917969,3,Function tolerance reached
LANCZOS3,6,24,False,0.0,21.83655861789714,106,0.054332733154296875,3,Infeasible solution
LANCZOS3LS,6,0,True,0.0008759016845351112,0.0,53,0.0018854141235351562,3,Function tolerance reached
LAUNCH,25,28,False,0.22889527425687348,20950.940838397928,1001,4.590130805969238,5,Infeasible solution
LEAKNET,156,153,True,15.221379295606221,0.02021282926946794,51,3.716411828994751,4,Parameter tolerance reached
LEUVEN7,360,946,False,nan,nan,nan,nan,,Optimization error: 
LEVYMONE,100,200,False,0.0,2.206283952598346,414,7.046571731567383,3,Infeasible solution
LEVYMONE10,10,20,False,0.0,7.177697044034919,399,0.08700275421142578,3,Infeasible solution
LEVYMONE5,2,4,False,0.0,5.26163066555375,40,0.0022492408752441406,3,Infeasible solution
LEVYMONE6,3,6,False,0.0,7.334637752739619,63,0.0050067901611328125,3,Infeasible solution
LEVYMONE7,4,8,False,0.0,7.010905606591901,62,0.008723020553588867,3,Infeasible solution
LEVYMONE8,5,10,False,0.0,10.457304474014583,399,0.02512383460998535,3,Infeasible solution
LEVYMONE9,8,16,False,0.0,8.08616900995423,414,0.055678606033325195,3,Infeasible solution
LEVYMONT,100,0,True,154.90921888680435,0.0,11,0.00867772102355957,3,Function tolerance reached
LEVYMONT10,10,0,True,161.25715442728705,0.0,28,0.0006842613220214844,3,Function tolerance reached
LEVYMONT5,2,0,True,3.080388248098879e-14,0.0,15,0.0002307891845703125,3,Function tolerance reached
LEVYMONT6,3,0,True,1.4021842775407311e-12,0.0,44,0.0006105899810791016,3,Function tolerance reached
LEVYMONT7,4,0,True,10.154016612132917,0.0,20,0.00031375885009765625,3,Function tolerance reached
LEVYMONT8,5,0,True,12.521089317455347,0.0,31,0.0004477500915527344,3,Function tolerance reached
LEVYMONT9,8,0,True,1.542310468127228e-07,0.0,46,0.0013966560363769531,3,Function tolerance reached
LEWISPOL,6,9,False,7.126153595705049e-41,30.610455730027933,18,0.004030942916870117,3,Infeasible solution
LHAIFAM,99,150,False,-3.797240376567568,3.676163490487502,45,5.194150447845459,3,Infeasible solution
LIN,4,2,False,nan,nan,nan,nan,,Optimization error: 
LINSPANH,81,33,True,-77.01,0.014142135623888913,4,0.026202678680419922,4,Parameter tolerance reached
LOADBAL,31,31,False,0.049049401310168834,145.015255679539,103,0.40700793266296387,3,Infeasible solution
LOGHAIRY,2,0,True,6.552502226753141,0.0,4,8.296966552734375e-05,4,Parameter tolerance reached
LOGROS,2,0,False,nan,nan,nan,nan,,Optimization error: 
LOOTSMA,3,2,False,nan,nan,nan,nan,,Optimization error: 
LOTSCHD,12,7,False,3.9999996273567406,127.83388519664334,114,0.02329111099243164,3,Infeasible solution
LSC1,3,6,False,0.0,67.38804537930864,84,0.006078243255615234,3,Infeasible solution
LSC1LS,3,0,True,1096.6090327449226,0.0,41,0.0006105899810791016,3,Function tolerance reached
LSC2,3,6,False,0.0,15.348766780872023,84,0.008356571197509766,3,Infeasible solution
LSC2LS,3,0,True,16.09859889672466,0.0,23,0.0004284381866455078,3,Function tolerance reached
LSNNODOC,5,4,False,44.33433659420895,10.198039027560519,59,0.0038094520568847656,3,Infeasible solution
LSQFIT,2,1,True,0.033786932288184496,2.288006678285992e-07,58,0.0013206005096435547,3,Function tolerance reached
LUKSAN11,100,198,False,0.0,36.48231905106132,62,3.1904451847076416,3,Infeasible solution
LUKSAN11LS,100,0,True,385.09905733123077,0.0,71,0.047446489334106445,3,Function tolerance reached
LUKSAN12,98,192,False,0.0,178.06751575788854,26,1.446732521057129,3,Infeasible solution
LUKSAN12LS,98,0,True,7083.3691176123775,0.0,501,0.2666435241699219,3,Function tolerance reached
LUKSAN13,98,224,False,0.0,276.1090557592892,30,2.0579261779785156,3,Infeasible solution
LUKSAN13LS,98,0,True,34829.15753851688,0.0,53,0.031250715255737305,3,Function tolerance reached
LUKSAN14,98,224,False,0.0,160.2852624668733,32,2.421072483062744,3,Infeasible solution
LUKSAN14LS,98,0,True,125.48387576772421,0.0,373,0.2264847755432129,3,Function tolerance reached
LUKSAN15,100,196,False,0.0,162.0663039501629,47,3.4503753185272217,3,Infeasible solution
LUKSAN15LS,100,0,True,3.7702832006147227,0.0,501,2.2528324127197266,3,Function tolerance reached
LUKSAN16,100,196,False,0.0,116.3920130031532,43,2.7741057872772217,3,Infeasible solution
LUKSAN16LS,100,0,True,13068.484181197407,0.0,90,0.1931605339050293,4,Parameter tolerance reached
LUKSAN17,100,196,False,0.0,1275.1188085085694,19,1.2235369682312012,3,Infeasible solution
LUKSAN17LS,100,0,True,348500.35961643973,0.0,501,0.6182138919830322,3,Function tolerance reached
LUKSAN21,100,100,False,0.0,10.043281706884402,22,0.7535288333892822,3,Infeasible solution
LUKSAN21LS,100,0,True,0.000635656848519228,0.0,322,0.31974196434020996,3,Function tolerance reached
LUKSAN22,100,198,False,0.0,155.84070637597998,57,3.68147349357605,3,Infeasible solution
LUKSAN22LS,100,0,True,875.4060145261763,0.0,263,0.2660644054412842,3,Function tolerance reached
MADSEN,3,6,False,-1.0000000113347927,10.297564276600662,48,0.0071070194244384766,4,Infeasible solution
MADSSCHJ,201,398,False,-166115.54018906187,2253048790.644689,54,30.8032386302948,6,Infeasible solution
MAKELA1,3,2,True,54981.30533581249,0.0,49,0.0027990341186523438,3,Function tolerance reached
MAKELA2,3,3,False,-64.99999866779444,189.99999941743908,122,0.008443117141723633,3,Infeasible solution
MAKELA3,21,20,False,6.769944965470063e-09,750.1106584808381,86,0.22133898735046387,4,Infeasible solution
MAKELA4,21,40,False,-28511.199820464546,185329.51725568724,52,0.28199195861816406,3,Infeasible solution
MANCINO,100,0,True,121553.55178091668,0.0,38,1.4269218444824219,3,Function tolerance reached
MANCINONE,100,100,False,0.0,1011095.7639709037,48,2.7324678897857666,3,Infeasible solution
MARATOS,2,1,True,-1.0000000306517927,6.130370877599489e-08,48,0.0011441707611083984,3,Function tolerance reached
MARATOSB,2,0,True,0.9948249057643727,0.0,24,0.00018978118896484375,3,Function tolerance reached
MATRIX2,6,2,False,nan,nan,nan,nan,,Optimization error: 
MAXLIKA,8,0,False,nan,nan,nan,nan,,Optimization error: 
MCONCON,15,11,False,nan,nan,nan,nan,,Optimization error: 
MDHOLE,2,0,True,4.581161769625866e-31,0.0,138,0.0014655590057373047,3,Function tolerance reached
MESH,33,48,False,nan,nan,nan,nan,,Optimization error: 
METHANB8,31,31,False,0.0,1.0216404344808603,5,0.01282358169555664,3,Infeasible solution
METHANB8LS,31,0,True,0.34402134364863535,0.0,18,0.0022552013397216797,4,Parameter tolerance reached
METHANL8,31,31,False,0.0,66.0647904070481,5,0.012585163116455078,3,Infeasible solution
METHANL8LS,31,0,True,612.7198460988607,0.0,18,0.002207517623901367,4,Parameter tolerance reached
MEXHAT,2,0,True,66.14495447063224,0.0,50,0.00035500526428222656,3,Function tolerance reached
MEYER3,3,0,True,1417869030.8663123,0.0,53,0.0005733966827392578,3,Function tolerance reached
MEYER3NE,3,16,False,0.0,9199.867331892534,31,0.003482818603515625,3,Infeasible solution
MGH09,4,11,False,0.0,0.36473133634168925,92,0.016330242156982422,3,Infeasible solution
MGH09LS,4,0,True,0.001231020768469028,0.0,30,0.0007226467132568359,3,Function tolerance reached
MGH10,3,16,False,0.0,62375.99595452056,1001,0.1529829502105713,5,Infeasible solution
MGH10LS,3,0,True,1417865509.1886063,0.0,44,0.0004143714904785156,3,Function tolerance reached
MGH10S,3,16,False,0.0,53667.36759236183,131,0.019383907318115234,3,Infeasible solution
MGH10SLS,3,0,True,11452897824663.045,0.0,15,0.00019240379333496094,3,Function tolerance reached
MGH17,5,33,False,0.0,49.588446618394926,54,0.0312654972076416,3,Infeasible solution
MGH17LS,5,0,True,1.1043997085483341,0.0,10,0.00047326087951660156,3,Function tolerance reached
MGH17S,5,33,False,0.0,49.58844661837973,54,0.033582210540771484,3,Infeasible solution
MGH17SLS,5,0,True,1.1028430356890795,0.0,10,0.0005974769592285156,3,Function tolerance reached
MIFFLIN1,3,2,False,-1641943927338.255,2.930873638269239e+24,23,0.001810312271118164,3,Infeasible solution
MIFFLIN2,3,2,True,50103.9176899301,0.0,42,0.0030007362365722656,3,Function tolerance reached
MINMAXBD,5,20,False,2.3876653176739793e-06,3738.763179454026,293,0.1530613899230957,4,Infeasible solution
MINMAXRB,3,4,False,1.0,3.605551275463988,1001,0.09063577651977539,5,Infeasible solution
MINSURF,36,0,True,1.0000085427712606,0.0,13,0.0035011768341064453,3,Function tolerance reached
MISRA1A,2,14,False,0.0,165.67404594564596,140,0.011984586715698242,3,Infeasible solution
MISRA1ALS,2,0,True,6761.787892857142,0.0,27,0.0002002716064453125,3,Function tolerance reached
MISRA1B,2,14,False,0.0,165.66715019818804,107,0.013275146484375,3,Infeasible solution
MISRA1BLS,2,0,True,6761.787892857007,0.0,19,0.00038909912109375,3,Function tolerance reached
MISRA1C,2,14,False,0.0,140.65595431209462,96,0.01186060905456543,3,Infeasible solution
MISRA1CLS,2,0,True,6760.806579210496,0.0,21,0.0002257823944091797,3,Function tolerance reached
MISRA1D,2,14,False,0.0,165.16941524662616,107,0.010686635971069336,3,Infeasible solution
MISRA1DLS,2,0,True,6761.787421593468,0.0,21,0.00017070770263671875,3,Function tolerance reached
MISTAKE,9,13,False,-3.947404660737172e+27,4.248188261502869e+28,10,0.008110523223876953,3,Infeasible solution
MNISTS0LS,494,0,True,11846.0,0.0,14,23.164567708969116,3,Function tolerance reached
MNISTS5LS,494,0,True,10842.0,0.0,14,23.144112586975098,3,Function tolerance reached
MOREBVNE,10,10,False,0.0,0.27986818414373466,63,0.020740747451782227,3,Infeasible solution
MRIBASIS,24,55,False,18.2179,108.78749657417501,12,0.04951024055480957,3,Infeasible solution
MSS1,90,73,False,nan,nan,nan,nan,,Optimization error: 
MUONSINE,1,512,False,0.0,226.05540555027727,24,0.06012701988220215,3,Infeasible solution
MUONSINELS,1,0,True,50882.50946513184,0.0,20,0.0011143684387207031,3,Function tolerance reached
MWRIGHT,5,3,False,nan,nan,nan,nan,,Optimization error: 
NASH,18,24,False,0.0,100.12792197182557,9,0.014572620391845703,3,Infeasible solution
NELSON,3,128,False,0.0,9.687764781396668,30,0.032347917556762695,3,Infeasible solution
NELSONLS,3,0,True,5.279540783063309,0.0,129,0.004355430603027344,3,Function tolerance reached
NET1,43,57,False,nan,nan,nan,nan,,Optimization error: 
NET2,133,160,False,nan,nan,nan,nan,,Optimization error: 
NET3,427,521,False,nan,nan,nan,nan,,Optimization error: 
NYSTROM5,15,20,False,0.0,1.3461364464520924,1001,0.9213268756866455,5,Infeasible solution
ODFITS,10,6,False,-2383.11506554348,192.57016994738845,132,0.023463010787963867,3,Infeasible solution
OPTCNTRL,29,20,False,50.0,10.1130288469288,25,0.030545473098754883,3,Infeasible solution
OPTPRLOC,30,30,False,nan,nan,nan,nan,,Optimization error: 
ORTHREGB,27,6,False,4.167670489295422e-18,249.35700310873875,47,0.0280303955078125,4,Infeasible solution
OSBORNE1,5,33,False,0.0,3.6379697094256787,24,0.018894195556640625,3,Infeasible solution
OSBORNE2,11,65,False,0.0,1.8045891318122174,48,0.10788083076477051,3,Infeasible solution
OSBORNEA,5,0,True,6.26395660587101e-05,0.0,50,0.0014388561248779297,3,Function tolerance reached
OSBORNEB,11,0,True,0.04013804916980317,0.0,90,0.013978958129882812,3,Function tolerance reached
OSCIPANE,10,10,False,0.0,1.0,3,0.0007672309875488281,3,Infeasible solution
