problem,n,m,success,objective,infeasibility,evaluations,time,exit_code,message
OSCIPATH,500,0,True,0.9999787456561489,0.0,14,0.32627367973327637,4,Parameter tolerance reached
OSLBQP,8,0,False,nan,nan,nan,nan,,Optimization error: 
PALMER1,4,0,True,14777.396084711949,0.0,129,0.0020248889923095703,3,Function tolerance reached
PALMER1A,6,0,True,1.1842799313074344,0.0,47,0.0012314319610595703,3,Function tolerance reached
PALMER1ANE,6,35,False,0.0,199.69688435235884,7,0.005112409591674805,3,Infeasible solution
PALMER1B,4,0,True,3.447349535346305,0.0,37,0.0007085800170898438,3,Function tolerance reached
PALMER1BNE,4,35,False,0.0,214.04559970532952,9,0.004675149917602539,3,Infeasible solution
PALMER1C,8,0,True,0.0976050481716008,0.0,56,0.0015456676483154297,3,Function tolerance reached
PALMER1D,7,0,True,0.6526739850731355,0.0,47,0.0017995834350585938,3,Function tolerance reached
PALMER1E,8,0,True,0.041499956707100764,0.0,53,0.0018298625946044922,3,Function tolerance reached
PALMER1ENE,8,35,False,0.0,198.2246544071966,7,0.006404399871826172,3,Infeasible solution
PALMER1NE,4,31,False,0.0,1106.6774150041808,39,0.012844085693359375,3,Infeasible solution
PALMER2,4,0,True,3651.098589298146,0.0,101,0.0015764236450195312,3,Function tolerance reached
PALMER2A,6,0,True,0.02169895451494258,0.0,59,0.001504659652709961,3,Function tolerance reached
PALMER2ANE,6,23,False,0.0,37.23947467347162,8,0.004765510559082031,3,Infeasible solution
PALMER2B,4,0,True,0.6232669116266156,0.0,44,0.0008590221405029297,3,Function tolerance reached
PALMER2BNE,4,23,False,0.0,50.8903780632196,9,0.004284381866455078,3,Infeasible solution
PALMER2C,8,0,True,0.1404752432473689,0.0,45,0.0015294551849365234,3,Function tolerance reached
PALMER2E,8,0,True,0.024743449473662006,0.0,57,0.0020918846130371094,3,Function tolerance reached
PALMER2ENE,8,23,False,0.0,35.53909168653447,6,0.003248453140258789,3,Infeasible solution
PALMER2NE,4,23,False,0.0,92.90899376045178,12,0.004254341125488281,3,Infeasible solution
PALMER3,4,0,True,2416.9804670061667,0.0,14,0.00024199485778808594,3,Function tolerance reached
PALMER3A,6,0,True,0.02047237201951769,0.0,62,0.0013575553894042969,3,Function tolerance reached
PALMER3ANE,6,23,False,0.0,16.277712985966918,8,0.003675699234008789,3,Infeasible solution
PALMER3B,4,0,True,4.227647870248827,0.0,62,0.0009868144989013672,3,Function tolerance reached
PALMER3BNE,4,23,False,0.0,27.748917862007456,10,0.0035262107849121094,3,Infeasible solution
PALMER3C,8,0,True,0.1575634373959192,0.0,37,0.0008058547973632812,3,Function tolerance reached
PALMER3E,8,0,True,0.11341770174972055,0.0,49,0.0015749931335449219,3,Function tolerance reached
PALMER3ENE,8,23,False,0.0,18.624177429052327,6,0.003276824951171875,3,Infeasible solution
PALMER3NE,4,23,False,0.0,73.5684357388544,13,0.005072593688964844,3,Infeasible solution
PALMER4,4,0,True,2424.037683276815,0.0,13,0.00021123886108398438,3,Function tolerance reached
PALMER4A,6,0,True,0.040606895357768145,0.0,122,0.0030646324157714844,3,Function tolerance reached
PALMER4ANE,6,23,False,0.0,15.83145748446476,8,0.0036644935607910156,3,Infeasible solution
PALMER4B,4,0,True,6.83515209547925,0.0,71,0.001093149185180664,3,Function tolerance reached
PALMER4BNE,4,23,False,0.0,26.191724799993963,10,0.003426790237426758,3,Infeasible solution
PALMER4C,8,0,True,0.3728595510057057,0.0,36,0.000812530517578125,3,Function tolerance reached
PALMER4E,8,0,True,0.3051057662791821,0.0,47,0.001422882080078125,3,Function tolerance reached
PALMER4ENE,8,23,False,0.0,20.238986251725933,6,0.003182649612426758,3,Infeasible solution
PALMER4NE,4,23,False,0.0,74.60032411535114,13,0.004967689514160156,3,Infeasible solution
PALMER5A,8,0,True,1.9936240004616281,0.0,33,0.0007541179656982422,3,Function tolerance reached
PALMER5ANE,8,12,False,0.0,222070.40204298325,14,0.005155801773071289,3,Infeasible solution
PALMER5B,9,0,True,0.040104673020717185,0.0,73,0.0021898746490478516,3,Function tolerance reached
PALMER5BNE,9,12,False,0.0,230093.86548744072,19,0.006166219711303711,3,Infeasible solution
PALMER5C,6,0,True,2.128086643454517,0.0,26,0.0004971027374267578,3,Function tolerance reached
PALMER5D,4,0,True,87.33939482193612,0.0,20,0.0003178119659423828,3,Function tolerance reached
PALMER5E,8,0,True,0.03657014891948625,0.0,501,0.015552759170532227,3,Function tolerance reached
PALMER5ENE,8,12,False,0.0,50.53988086725786,26,0.009531497955322266,3,Infeasible solution
PALMER6A,6,0,True,0.06881563470166381,0.0,48,0.0010454654693603516,3,Function tolerance reached
PALMER6ANE,6,13,False,0.0,57.657513477327385,51,0.01311492919921875,3,Infeasible solution
PALMER6C,8,0,True,0.09563767618416283,0.0,42,0.0010638236999511719,3,Function tolerance reached
PALMER6E,8,0,True,0.0251338026677288,0.0,63,0.0019197463989257812,3,Function tolerance reached
PALMER6ENE,8,13,False,0.0,87.11518282783884,13,0.005830526351928711,3,Infeasible solution
PALMER7A,6,0,True,27.768820657747224,0.0,44,0.0008783340454101562,3,Function tolerance reached
PALMER7ANE,6,13,False,0.0,15.517015602951947,9,0.003057718276977539,3,Infeasible solution
PALMER7C,8,0,True,4.319990446879941,0.0,43,0.0010395050048828125,3,Function tolerance reached
PALMER7E,8,0,True,10.182999583263417,0.0,110,0.0033860206604003906,3,Function tolerance reached
PALMER7ENE,8,13,False,0.0,35.48193415215578,6,0.0018880367279052734,3,Infeasible solution
PALMER8A,6,0,True,6.967884318187359,0.0,19,0.0004112720489501953,3,Function tolerance reached
PALMER8ANE,6,12,False,0.0,11.086145201822879,9,0.0023145675659179688,3,Infeasible solution
PALMER8C,8,0,True,0.5904926671905781,0.0,42,0.0010542869567871094,3,Function tolerance reached
PALMER8E,8,0,True,0.1275034317910763,0.0,41,0.0012111663818359375,3,Function tolerance reached
PALMER8ENE,8,12,False,0.0,29.325410098652345,7,0.0024862289428710938,3,Infeasible solution
PARKCH,15,0,True,-1.1761745122064848e+17,0.0,26,0.21891498565673828,3,Function tolerance reached
PENALTY2,200,0,True,47116277977790.23,0.0,20,0.06421041488647461,3,Function tolerance reached
PENALTY3,200,0,True,111366458.10133484,0.0,131,20.404690742492676,3,Function tolerance reached
PENLT1NE,10,11,True,0.0,2.728908288479375e-05,24,0.01025247573852539,3,Function tolerance reached
PENLT2NE,4,8,True,0.0,0.04643702254540689,15,0.0020852088928222656,3,Function tolerance reached
PENTAGON,6,15,False,nan,nan,nan,nan,,Optimization error: NLopt roundoff-limited
PFIT1,3,3,False,0.0,2.0376822262159626,48,0.002287626266479492,3,Infeasible solution
PFIT1LS,3,0,True,5.130910088146774e-06,0.0,100,0.0013203620910644531,3,Function tolerance reached
PFIT2,3,3,False,0.0,5.56166228007968,44,0.001987457275390625,3,Infeasible solution
PFIT2LS,3,0,True,85.70763232909741,0.0,12,0.0001354217529296875,3,Function tolerance reached
PFIT3,3,3,False,0.0,9.312621681606352,57,0.002337217330932617,3,Infeasible solution
PFIT3LS,3,0,True,526.9578895588843,0.0,13,0.0001537799835205078,3,Function tolerance reached
PFIT4,3,3,False,0.0,13.015446615640343,54,0.0021791458129882812,3,Infeasible solution
PFIT4LS,3,0,True,1899.1663309032142,0.0,13,0.0001475811004638672,3,Function tolerance reached
POLAK1,3,2,True,49982.767727166356,0.0,102,0.006026268005371094,3,Function tolerance reached
POLAK2,11,2,False,1.0004407719961828,8886813.16299271,194,0.03106832504272461,4,Infeasible solution
POLAK3,12,10,False,3.0198779204925077,100.01865714595932,229,0.1963047981262207,3,Infeasible solution
POLAK4,3,3,False,nan,nan,nan,nan,,Optimization error: 
POLAK5,3,2,False,nan,nan,nan,nan,,Optimization error: 
POLAK6,5,4,False,-70.67338299135062,58.3699615415046,281,0.03323721885681152,3,Infeasible solution
PORTFL1,12,1,True,0.020490497327131856,2.2213730271891663e-07,69,0.006082773208618164,3,Function tolerance reached
PORTFL2,12,1,True,0.029704448358812197,2.475591648898323e-07,77,0.006413459777832031,3,Function tolerance reached
PORTFL3,12,1,True,0.03276487226105417,2.3577239111061132e-07,84,0.006992816925048828,3,Function tolerance reached
PORTFL4,12,1,True,0.026315331074843122,1.8263280235353285e-07,73,0.005786418914794922,3,Function tolerance reached
PORTFL6,12,1,True,0.025794078262756634,2.538902191540071e-07,74,0.006715536117553711,3,Function tolerance reached
POWELLBS,2,2,False,0.0,4396.872086961587,77,0.002749919891357422,3,Infeasible solution
POWELLBSLS,2,0,True,3.4095705186335457e-09,0.0,205,0.0019845962524414062,3,Function tolerance reached
POWELLSE,4,4,False,0.0,12.844675876918616,71,0.005223512649536133,3,Infeasible solution
POWELLSQ,2,2,True,0.0,9.937146723679911e-07,132,0.0027930736541748047,3,Function tolerance reached
POWELLSQLS,2,0,True,1.0607673506919431e-10,0.0,55,0.00040149688720703125,3,Function tolerance reached
POWERSUM,4,0,True,37.430552292083526,0.0,12,0.0002048015594482422,3,Function tolerance reached
POWERSUMB,4,0,True,2.4805672546614033e-07,0.0,65,0.0014641284942626953,3,Function tolerance reached
POWERSUMNE,4,4,False,0.0,6.426672800123358,24,0.0017118453979492188,3,Infeasible solution
PRICE3,2,0,True,4.9542645841278856e-09,0.0,26,0.0002758502960205078,3,Function tolerance reached
PRICE3B,2,0,True,0.007415394015677456,0.0,31,0.00033283233642578125,3,Function tolerance reached
PRICE3NE,2,2,False,0.0,1.3456660834761576,38,0.0010914802551269531,3,Infeasible solution
PRICE4,2,0,True,2.0256276134170073e-08,0.0,24,0.00024080276489257812,3,Function tolerance reached
PRICE4B,2,0,True,0.04612169083592907,0.0,15,0.00014901161193847656,3,Function tolerance reached
PRICE4NE,2,2,False,0.0,11.7634169314318,29,0.0008189678192138672,3,Infeasible solution
PRIMAL1,325,85,False,-40.025653487337564,750.0967204105017,93,10.681506872177124,3,Infeasible solution
PRIMALC1,230,9,False,-1146655.001446025,5121107.51458241,103,1.0677611827850342,3,Infeasible solution
PRIMALC2,231,7,False,nan,nan,nan,nan,,Optimization error: 
PRIMALC5,287,8,False,-12873.193932693104,73509.38503283715,108,1.3733434677124023,3,Infeasible solution
PROBPENL,500,0,True,6200100.000077724,0.0,2,1.5935485363006592,4,Parameter tolerance reached
PRODPL0,60,29,False,0.0,10.635767814314113,3,0.011590003967285156,3,Infeasible solution
PRODPL1,60,29,False,0.0,10.635767814314113,3,0.011362075805664062,3,Infeasible solution
PSPDOC,4,0,False,nan,nan,nan,nan,,Optimization error: 
PT,2,501,False,-5544627082376.295,201344488631840.03,28,0.24984335899353027,3,Infeasible solution
QC,7,4,True,-956.5377333039573,0.0,5,0.0008969306945800781,3,Function tolerance reached
QCNEW,7,3,False,nan,nan,nan,nan,,Optimization error: 
QING,100,0,True,0.8442872315527037,0.0,420,0.18752551078796387,3,Function tolerance reached
QINGB,5,0,True,1.5026169477614757e-08,0.0,24,0.00040531158447265625,3,Function tolerance reached
QINGNE,100,100,False,0.0,564.4014528684348,27,0.8033230304718018,3,Infeasible solution
QPCBLEND,83,74,False,-4.56168551642903,10.086045588326593,147,2.310359239578247,3,Infeasible solution
QPCBOEI1,384,351,False,0.0,4050.3597911173274,36,30.270525217056274,6,Infeasible solution
QPCBOEI2,143,166,False,12.381635616379834,9938.340107800392,157,19.229869842529297,3,Infeasible solution
QPCSTAIR,385,356,False,204467.90720948533,270.73731182144826,6,3.7166695594787598,3,Infeasible solution
QPNBLEND,83,74,False,-5.278044474158303,12.068700512927863,78,1.3815577030181885,3,Infeasible solution
QPNBOEI1,384,351,False,nan,nan,nan,nan,,Optimization error: 
QPNBOEI2,143,166,False,nan,nan,nan,nan,,Optimization error: 
QPNSTAIR,385,356,False,-2.698365137967609e+30,3942555728812130.0,10,9.705384016036987,3,Infeasible solution
QR3DBD,457,610,False,0.0,2.4849547279578355,3,2.11893630027771,3,Infeasible solution
RAT42,3,9,False,0.0,41.4279594998846,109,0.006430149078369141,3,Infeasible solution
RAT42LS,3,0,True,18223.4202,0.0,14,0.00012254714965820312,3,Function tolerance reached
RAT43,4,15,False,0.0,1540.783292225094,15,0.0038352012634277344,3,Infeasible solution
RAT43LS,4,0,True,1076461.5963733331,0.0,30,0.0003612041473388672,3,Function tolerance reached
READING6,101,50,False,nan,nan,nan,nan,,Optimization error: 
RECIPE,3,3,False,0.0,29.19400261397543,67,0.003320932388305664,3,Infeasible solution
RECIPELS,3,0,True,1.3355233877888419e-10,0.0,16,0.00022983551025390625,3,Function tolerance reached
RES,20,14,False,0.0,104.3030474820889,35,0.032927751541137695,3,Infeasible solution
RK23,17,11,False,2.220446049808171e-15,0.6762505383614307,26,0.016053438186645508,4,Infeasible solution
ROBOT,7,2,False,2.9916875787334196,1.1007833030099745,143,0.008059263229370117,3,Infeasible solution
ROSENBR,2,0,True,4.013061524853955e-12,0.0,60,0.0006043910980224609,3,Function tolerance reached
ROSENBRTU,2,0,True,100.98849826733067,0.0,4,8.606910705566406e-05,3,Function tolerance reached
ROSENMMX,5,4,False,-71.66475758699961,74.04115554978475,133,0.015032768249511719,3,Infeasible solution
ROSZMAN1,4,25,False,0.0,22.348579599486406,7,0.0020494461059570312,3,Infeasible solution
ROSZMAN1LS,4,0,True,0.15686696689885135,0.0,18,0.0002532005310058594,3,Function tolerance reached
RSNBRNE,2,2,True,0.0,0.0,114,0.0022430419921875,3,Function tolerance reached
S268,5,5,True,2.281256456626579e-06,0.0,39,0.004475593566894531,3,Function tolerance reached
S277-280,4,4,False,4.038134921660304,0.7881935964458915,90,0.008246660232543945,3,Infeasible solution
S308,2,0,True,0.7731993797534891,0.0,16,0.00024318695068359375,3,Function tolerance reached
S308NE,2,3,False,0.0,45.34399873160838,51,0.002698183059692383,3,Infeasible solution
S316-322,2,1,True,334.314479787133,5.210141922340483e-07,102,0.0015888214111328125,3,Function tolerance reached
S365,7,5,False,nan,nan,nan,nan,,Optimization error: 
S365MOD,7,5,False,nan,nan,nan,nan,,Optimization error: 
S368,8,0,True,-0.7499986919417121,0.0,8,0.0004589557647705078,3,Function tolerance reached
SANTA,21,23,False,0.0,1.2626835481470138,50,0.07610702514648438,3,Infeasible solution
SANTALS,21,0,True,0.0005966318565207016,0.0,56,0.0070056915283203125,3,Function tolerance reached
SCW1,7,8,False,-255.99012465997984,5.462368898767122,16,0.004649639129638672,3,Infeasible solution
SENSORS,100,0,True,-2104.982415417124,0.0,191,9.972762107849121,3,Function tolerance reached
SIM2BQP,1,0,False,nan,nan,nan,nan,,Optimization error: 
SIMBQP,2,0,False,nan,nan,nan,nan,,Optimization error: 
SIMPLLPA,2,2,False,0.7500000000003272,0.24999999999967282,109,0.0024709701538085938,3,Infeasible solution
SIMPLLPB,2,3,False,0.9000000000000021,0.7211102550927959,48,0.0017905235290527344,3,Infeasible solution
SINEVAL,2,0,True,1.97520902705186e-36,0.0,141,0.0013279914855957031,3,Function tolerance reached
SINVALNE,2,2,False,0.0,10.0,45,0.0012478828430175781,3,Infeasible solution
SISSER,2,0,True,2.262920553329348e-21,0.0,501,0.002512693405151367,3,Function tolerance reached
SMBANK,117,64,False,-5596559.649116851,1526167.407870307,269,4.919503450393677,3,Infeasible solution
SNAIL,2,0,True,6.1473859414727354e-18,0.0,32,0.0002911090850830078,3,Function tolerance reached
SNAKE,2,2,False,-3187792444344.8223,2429070348442.357,22,0.001180887222290039,3,Infeasible solution
SPANHYD,81,33,False,nan,nan,nan,nan,,Optimization error: 
SPECAN,9,0,True,3.7966791416464456e-08,0.0,54,0.26152682304382324,3,Function tolerance reached
SPIN2,102,100,False,0.0,180.50453778917887,30,1.2813091278076172,3,Infeasible solution
SPIN2LS,102,0,True,0.7038884983733646,0.0,184,0.46689867973327637,3,Function tolerance reached
SPIN2OP,102,100,False,6.1718859895148025e-27,182.25563810745976,43,1.4490447044372559,4,Infeasible solution
SPIRAL,3,2,False,3.1482975360475484e-18,1.03631312662346e-17,1001,0.03626441955566406,5,Optimization failed
SSEBLIN,192,72,False,-164999.86201855936,4352.936239209948,25,1.5390889644622803,4,Infeasible solution
SSEBNLN,192,96,False,-840000.0,4419.341013499638,3,0.2170417308807373,3,Infeasible solution
SSI,3,0,True,1.1092679298556658e-05,0.0,501,0.006074666976928711,3,Function tolerance reached
SSINE,3,2,False,0.0,4.673881172366015,53,0.0020346641540527344,3,Infeasible solution
STANCMIN,3,2,False,3.999998171960933,1.0000015668911733,189,0.009842634201049805,3,Infeasible solution
STATIC3,434,96,False,nan,nan,nan,nan,,Optimization error: 
STEENBRA,432,108,False,0.0,5504.543577809154,3,1.2750804424285889,3,Infeasible solution
STEENBRB,468,108,False,1.6400000000000001,5504.543577809154,33,10.883553981781006,3,Infeasible solution
STEENBRD,468,108,False,nan,nan,nan,nan,,Optimization error: 
STEENBRF,468,108,False,1.5400000000000003,5504.543577809154,32,11.455868482589722,3,Infeasible solution
STRATEC,10,0,True,-1.5241481312246285e+18,0.0,79,0.38541436195373535,3,Function tolerance reached
STREG,4,0,True,495.50801730064535,0.0,25,0.00032520294189453125,3,Function tolerance reached
STREGNE,4,2,True,1.0959380713157178e-42,0.0,13,0.0005438327789306641,3,Function tolerance reached
STRTCHDV,10,0,True,5.933782840176394e-10,0.0,51,0.002489805221557617,3,Function tolerance reached
STRTCHDVB,10,0,True,1.2342272929706655e-10,0.0,28,0.0014777183532714844,3,Function tolerance reached
STRTCHDVNE,10,9,False,0.0,2.375237863402546,21,0.0071010589599609375,3,Infeasible solution
SUPERSIM,2,2,False,0.0,1.9999999999999987,81,0.002039194107055664,3,Infeasible solution
SWOPF,83,92,False,-84816040453305.8,1.5347617238346791e+26,493,4.594544410705566,3,Infeasible solution
SYNTHES1,6,6,False,-2.904803538100813,1.2192077675798518,11,0.002604246139526367,3,Infeasible solution
SYNTHES2,11,14,False,-75.41085283781528,17.571637740234546,35,0.031331777572631836,3,Infeasible solution
SYNTHES3,17,23,False,-202.38041241274982,12.587267329938983,12,0.023467063903808594,3,Infeasible solution
TAME,2,1,True,0.0,2.220446049250313e-16,79,0.0014476776123046875,3,Function tolerance reached
TARGUS,162,63,False,nan,nan,nan,nan,,Optimization error: 
TENBARS1,18,9,False,nan,nan,nan,nan,,Optimization error: 
TENBARS2,18,8,False,nan,nan,nan,nan,,Optimization error: 
TENBARS3,18,8,False,nan,nan,nan,nan,,Optimization error: 
TENBARS4,18,9,False,nan,nan,nan,nan,,Optimization error: 
TFI1,3,101,True,5.33468756777414,0.0,94,0.17861294746398926,3,Function tolerance reached
TFI2,3,101,False,nan,0.0,1001,1.9643275737762451,5,Infeasible solution
TFI3,3,101,False,3.544081253536521,5.478132113061252,67,0.11071252822875977,3,Infeasible solution
THURBER,7,37,False,0.0,1319.8282999751204,59,0.02766728401184082,3,Infeasible solution
THURBERLS,7,0,True,4528124.603575195,0.0,15,0.0002474784851074219,4,Parameter tolerance reached
TOINTGOR,50,0,True,1374.0025791572627,0.0,87,0.02137279510498047,3,Function tolerance reached
TOINTPSP,50,0,True,225.5662439040384,0.0,77,0.014790773391723633,3,Function tolerance reached
TOINTQOR,50,0,True,1175.5090541131171,0.0,45,0.008490562438964844,3,Function tolerance reached
TRIGGER,6,6,False,0.0,0.9780993670327737,352,0.02658700942993164,3,Infeasible solution
TRIGON1,10,0,True,1.192907082572029e-14,0.0,59,0.0015892982482910156,3,Function tolerance reached
TRIGON1B,10,0,True,3.1159318854327382e-12,0.0,48,0.0015447139739990234,3,Function tolerance reached
TRIGON1NE,10,10,False,0.0,1.4961531526208511,12,0.0046727657318115234,3,Infeasible solution
TRIGON2,10,0,True,2.9666227234007447,0.0,61,0.0017058849334716797,3,Function tolerance reached
TRIGON2B,10,0,True,2.9666227234007447,0.0,61,0.0017077922821044922,3,Function tolerance reached
TRIGON2NE,10,31,False,0.0,7.126313666285354,56,0.044922590255737305,3,Infeasible solution
TRIMLOSS,142,75,False,0.0,18.587651019356944,11,0.8339316844940186,3,Infeasible solution
TRO11X3,150,61,False,-5544627082376.344,408662591715.1356,557,6.203173875808716,3,Infeasible solution
TRO3X3,30,13,False,-5544627082376.283,2043099757661.7969,617,0.2706334590911865,3,Infeasible solution
TRO4X4,63,25,False,-5544627082376.283,2126951362524.1433,625,1.038755178451538,3,Infeasible solution
TRO5X5,108,41,False,nan,nan,nan,nan,,Optimization error: 
TRO6X2,45,21,False,-5544627082376.283,367792918593.9992,496,0.47980713844299316,3,Infeasible solution
TRUSPYR1,11,4,False,nan,nan,nan,nan,,Optimization error: 
TRUSPYR2,11,11,False,nan,nan,nan,nan,,Optimization error: 
TRY-B,2,1,True,1.000000000372581,3.7258107710158583e-10,137,0.0014955997467041016,3,Function tolerance reached
TWIRISM1,343,313,False,-1.1999999999999995,0.23014384962895104,4,1.6977217197418213,3,Infeasible solution
TWOBARS,2,2,False,0.2009975124224178,10.215661193170913,12,0.0004875659942626953,3,Infeasible solution
VANDANIUMS,22,10,False,0.0,22.272641065758545,76,0.06405520439147949,3,Infeasible solution
VANDANMSLS,22,0,True,12.144607143119968,0.0,5,0.0009140968322753906,3,Function tolerance reached
VANDERM1,100,199,False,0.0,10.600055685476185,71,4.824220180511475,3,Infeasible solution
VANDERM2,100,199,False,0.0,10.600055685476185,71,4.8514227867126465,3,Infeasible solution
VANDERM3,100,199,False,0.0,27.461702465785848,71,4.930387496948242,3,Infeasible solution
VANDERM4,100,199,False,0.0,4.149096187707581e+63,71,4.803232669830322,3,Infeasible solution
VARDIM,200,0,True,3.2565422800090564e+16,0.0,26,0.023163557052612305,4,Parameter tolerance reached
VARDIMNE,10,12,True,0.0,0.0007014210027082895,66,0.027265548706054688,3,Function tolerance reached
VESUVIALS,8,0,True,3359.764801254942,0.0,23,0.010171175003051758,4,Parameter tolerance reached
VESUVIOLS,8,0,True,3359.764801254942,0.0,66,0.03863120079040527,4,Parameter tolerance reached
VESUVIOULS,8,0,True,1.6510732406215207,0.0,29,0.014989852905273438,4,Parameter tolerance reached
VIBRBEAM,8,0,True,8231.275067268562,0.0,50,0.0019092559814453125,4,Parameter tolerance reached
VIBRBEAMNE,8,30,False,nan,nan,nan,nan,,Optimization error: 
WACHBIEG,3,2,False,0.4999999999999969,1.750000000000003,21,0.0007116794586181641,3,Infeasible solution
WATER,31,10,False,0.0,1229.0646850349253,502,0.6250100135803223,3,Infeasible solution
WATSON,12,0,True,1.580436659285588e-07,0.0,60,0.003729581832885742,3,Function tolerance reached
WATSONNE,12,31,False,0.0,1.2664345770535481,11,0.013502120971679688,3,Infeasible solution
WAYSEA1,2,0,True,0.31209073547730426,0.0,42,0.00029921531677246094,3,Function tolerance reached
WAYSEA1B,2,0,True,369664.9327588549,0.0,8,0.00014209747314453125,3,Function tolerance reached
WAYSEA1NE,2,2,False,0.0,357.8096640003633,117,0.0023355484008789062,3,Infeasible solution
WAYSEA2,2,0,True,7.325962680408795e-14,0.0,47,0.0004966259002685547,3,Function tolerance reached
WAYSEA2B,2,0,True,1.5552515074907276e-15,0.0,54,0.0005631446838378906,3,Function tolerance reached
WAYSEA2NE,2,2,False,0.0,1.8401250000000005,44,0.00102996826171875,3,Infeasible solution
WEEDS,3,0,True,2.5872779407150683,0.0,96,0.001367330551147461,3,Function tolerance reached
WEEDSNE,3,12,False,0.0,202.44543606568888,13,0.0020830631256103516,3,Infeasible solution
WOMFLET,3,3,False,-23086021043.010155,1.4136248776356487e+20,130,0.006028413772583008,3,Infeasible solution
YFIT,3,0,True,5.839220597376342e-10,0.0,123,0.0017726421356201172,3,Function tolerance reached
YFITNE,3,17,False,0.0,18.971915607058605,30,0.005717754364013672,3,Infeasible solution
YFITU,3,0,True,5.839220597376342e-10,0.0,123,0.0017762184143066406,3,Function tolerance reached
YORKNET,312,256,False,nan,nan,nan,nan,,Optimization error: 
ZAMB2-10,264,96,False,nan,nan,nan,nan,,Optimization error: 
ZAMB2-11,264,96,False,nan,nan,nan,nan,,Optimization error: 
ZAMB2-8,132,48,False,nan,nan,nan,nan,,Optimization error: 
ZAMB2-9,132,48,False,nan,nan,nan,nan,,Optimization error: 
ZANGWIL2,2,0,True,-18.200000009100002,0.0,4,7.700920104980469e-05,3,Function tolerance reached
ZANGWIL3,3,3,False,0.0,151.01508386765684,87,0.0033178329467773438,3,Infeasible solution
ZECEVIC2,2,2,False,nan,nan,nan,nan,,Optimization error: 
ZECEVIC3,2,2,False,nan,nan,nan,nan,,Optimization error: 
ZECEVIC4,2,2,False,nan,nan,nan,nan,,Optimization error: 
ZY2,3,2,True,1.9999999993333772,2.6722180024307818e-09,28,0.001199960708618164,3,Function tolerance reached
