problem,n,m,status,obj,constraint,iter,count_cost,total_time,message
HS75,4,5,1,5174.433230954564,6.060654048802263e-08,7,93,0.00861358642578125,
HS76,4,3,1,-4.681765815154471,0.0,2,56,0.010899543762207031,
HS76I,4,3,1,-4.681765815154471,0.0,2,56,0.011188030242919922,
HS77,5,2,1,0.24150512841379856,7.635910938039743e-11,6,142,0.01337122917175293,
HS78,5,3,1,-2.919700409042982,4.2934498060598693e-10,7,151,0.01117396354675293,
HS79,5,3,1,0.07877682279433956,4.789520725338897e-08,4,86,0.009097814559936523,
HS8,2,2,1,-1.0,2.9088813838150666e-07,32,149,0.009758234024047852,
HS80,5,3,1,0.05394984314066772,1.1230134462079823e-07,7,148,0.008249759674072266,
HS81,5,3,1,0.05394981981210556,7.059847960932014e-07,11,337,0.010601997375488281,
HS83,5,3,1,-30665.484659799986,0.0,3,85,0.0065119266510009766,
HS84,5,3,-3,-3352790.209282497,0.0,12,317,0.009784698486328125,
HS85,5,21,1,-1.2540121240200037,0.0,1,7,0.008718252182006836,
HS86,5,10,0,3.75e+60,1.300086535581382e+21,46,1002,0.017047882080078125,
HS87,6,4,1,8997.01794209508,1.9231579335525812e-07,18,305,0.010961055755615234,
HS88,2,1,0,0.49999000009999994,0.14197096753463911,63,1000,0.0555574893951416,
HS89,3,1,0,0.7499900000999999,0.08836743541037204,56,1000,0.07856583595275879,
HS9,2,1,1,-0.4999999999996148,5.684341886080802e-14,2,26,0.004306793212890625,
HS90,4,1,0,0.9999900000999999,0.15710779902833652,50,1000,0.12935853004455566,
HS91,5,1,0,1.2499900001,0.09527497338246069,46,1002,0.18072152137756348,
HS92,6,1,0,1.4999900000999997,0.16801051297311653,42,1000,0.2633075714111328,
HS93,6,2,1,137.06652459114645,0.0,53,1004,0.019644737243652344,
HS95,6,4,1,0.19656827108299163,0.0,6,313,0.012655496597290039,
HS96,6,4,1,0.19634546321994245,0.0,6,327,0.01437067985534668,
HS97,6,4,0,4.872437,9.580641957521843,42,1000,0.01766180992126465,
HS98,6,4,0,4.872437,9.580641957521843,42,1000,0.01788043975830078,
HS99,7,2,1,-831079889.5230339,1.309721712869062e-10,35,832,0.016797780990600586,
HS99EXP,28,21,1,-1138645339613.8474,9.498330732029363e-07,14,1015,0.028433799743652344,
HUBFIT,2,1,0,9.375e+19,5e+19,63,1000,0.01280522346496582,
HUMPS,2,0,1,43.52451540620169,0.0,11,299,0.0063169002532958984,
HYDC20LS,99,0,1,1341.456275017948,0.0,6,667,0.016408681869506836,
HYDCAR20,99,99,0,0.0,0.4589694066130703,5,1004,0.0768897533416748,
HYDCAR6,29,29,0,0.0,0.17002111926062052,16,1003,0.025850534439086914,
HYDCAR6LS,29,0,1,704.022622596509,0.0,6,247,0.005505084991455078,
HYDROELS,167,168,0,-3394033.5035304483,83.24543463812077,3,1008,0.13085651397705078,
HYPCIR,2,2,0,0.0,5.845009725989507e-06,85,1000,0.018524169921875,
INTEQNE,12,12,0,0.0,8.938463320743787e-06,43,1000,0.024369239807128906,
JENSMP,2,0,1,2020.0,0.0,2,32,0.0035724639892578125,
JENSMPNE,2,10,0,0.0,16.118351661432612,98,1000,0.024381160736083984,
JUDGE,2,0,1,20.482337361975894,0.0,3,57,0.003261566162109375,
JUDGEB,2,0,1,20.482337020998653,0.0,3,45,0.0030498504638671875,
JUDGENE,2,20,0,0.0,4.044969684156297,87,1000,0.04579782485961914,
KIRBY2,5,151,0,0.0,1.9777149208538374,50,1000,1.7443783283233643,
KIRBY2LS,5,0,1,4999.267922419266,0.0,6,967,0.013323545455932617,
KISSING,127,903,0,1e-05,6.185458496902367,4,1054,2.6964800357818604,
KISSING2,94,625,0,50.26890947728456,30.541964501091524,5,1000,1.224764108657837,
KIWCRESC,3,2,0,0.0,4.249970000099999,56,1000,0.015838623046875,
KOEBHELB,3,0,1,112.22137832155677,0.0,7,92,0.0038619041442871094,
KOEBHELBNE,3,156,-3,0.0,10.593415102883998,47,432,0.6200015544891357,
KOWOSB,4,0,1,0.0004934506459524402,0.0,2,40,0.0031485557556152344,
KOWOSBNE,4,11,0,0.0,0.023605647171866,70,1000,0.02009415626525879,
LAKES,90,78,0,734589085420.113,2360.5110501132385,2,1001,0.0527799129486084,
LANCZOS1,6,24,0,0.0,0.00021186081711325149,59,1003,0.025110721588134766,
LANCZOS1LS,6,0,1,0.0033715679057131787,0.0,4,209,0.004292726516723633,
LANCZOS2,6,24,0,0.0,0.00021065660230565217,59,1003,0.034332990646362305,
LANCZOS2LS,6,0,1,0.003371410662377068,0.0,4,209,0.005783557891845703,
LANCZOS3,6,24,0,0.0,0.00030821427955365726,57,1004,0.026080846786499023,
LANCZOS3LS,6,0,1,0.0033694617813397054,0.0,4,209,0.005140066146850586,
LAUNCH,25,28,0,6662.256851278314,40551043.763596125,17,1018,0.024795055389404297,
LEAKNET,156,153,1,15.288275703592294,4.664147427296246e-09,1,315,0.029380083084106445,
LEUVEN7,360,946,0,3.832629442457713e+38,1.8353766772590277e+22,2,1093,1.7448806762695312,
LEVYMONE,100,200,0,0.0,2.206271176987641,7,1010,0.4619102478027344,
LEVYMONE10,10,20,0,0.0,7.175795292431134,48,1004,0.04122471809387207,
LEVYMONE5,2,4,0,0.0,4.428990844168837,81,1001,0.02303791046142578,
LEVYMONE6,3,6,0,0.0,3.6181874485027925,75,1000,0.025979995727539062,
LEVYMONE7,4,8,0,0.0,3.1397635232643837,70,1000,0.03614401817321777,
LEVYMONE8,5,10,0,0.0,10.44810203809074,64,1000,0.03562045097351074,
LEVYMONE9,8,16,0,0.0,8.083016373747059,54,1001,0.05628037452697754,
LEVYMONT,100,0,1,154.8945230097253,0.0,7,863,0.01680159568786621,
LEVYMONT10,10,0,1,30.39553548309586,0.0,5,262,0.00612187385559082,
LEVYMONT5,2,0,1,12.48706374226874,0.0,2,29,0.005315542221069336,
LEVYMONT6,3,0,1,9.36052595791371,0.0,2,49,0.0049703121185302734,
LEVYMONT7,4,0,1,12.510759109269296,0.0,2,50,0.004065752029418945,
LEVYMONT8,5,0,1,3.109551059053936,0.0,2,98,0.006985902786254883,
LEVYMONT9,8,0,1,11.308875087406859,0.0,5,291,0.006395816802978516,
LEWISPOL,6,9,0,1.1309445879572353,4.37005988110695e-05,71,1000,0.023247480392456055,
LHAIFAM,99,150,1,0.6931471805599453,0.0,6,1050,0.09154725074768066,
LIN,4,2,1,-0.017577543176251875,1.4141822775364763e-12,1,6,0.010610818862915039,
LINSPANH,81,33,0,-77.00431854262001,12526.3269143969,7,1066,0.02128887176513672,
LOADBAL,31,31,-3,0.06802532205574083,2.23606797749979e+22,6,437,0.013834953308105469,
LOGHAIRY,2,0,1,6.5525167858692095,0.0,1,5,0.002849102020263672,
LOGROS,2,0,1,190.64455908926004,0.0,1,15,0.002978086471557617,
LOOTSMA,3,2,0,1.25e+59,7.071067811865475e+39,56,1000,0.022129297256469727,
LOTSCHD,12,7,-3,2.14988325e+40,7.802723883362784e+20,6,169,0.009299755096435547,
LSC1,3,6,0,0.0,37.98654805146244,98,1000,0.019130706787109375,
LSC1LS,3,0,1,1099.3910385152512,0.0,6,230,0.003988742828369141,
LSC2,3,6,0,0.0,4.032137281068406,73,1000,0.02301311492919922,
LSC2LS,3,0,1,16.164565452380376,0.0,3,92,0.003327608108520508,
LSNNODOC,5,4,1,1550.5655003476775,1.5906916100796568e-09,6,67,0.008168935775756836,
LSQFIT,2,1,0,2.0625e+39,5e+19,63,1000,0.012172460556030273,
LUKSAN11,100,198,0,0.0,22.056349033406015,5,1020,0.15908098220825195,
LUKSAN11LS,100,0,0,389.73292632626277,0.0,1,1057,0.013593435287475586,
LUKSAN12,98,192,0,0.0,179.33207064014678,5,1000,0.16333818435668945,
LUKSAN12LS,98,0,0,2746.9571983596215,0.0,3,1067,0.01336526870727539,
LUKSAN13,98,224,0,0.0,253.67693821095426,5,1000,0.18317866325378418,
LUKSAN13LS,98,0,0,28041.401016508804,0.0,3,1055,0.013180971145629883,
LUKSAN14,98,224,0,0.0,11.21086923655067,5,1000,0.1630089282989502,
LUKSAN14LS,98,0,0,2637.4431314334347,0.0,3,1057,0.012968063354492188,
LUKSAN15,100,196,0,0.0,136.40929457873088,5,1015,0.3430154323577881,
LUKSAN15LS,100,0,1,27015.76731754815,0.0,6,673,0.04759860038757324,
LUKSAN16,100,196,0,0.0,1.8899495591920668,5,1010,0.12674617767333984,
LUKSAN16LS,100,0,1,13068.43951635498,0.0,6,673,0.01779913902282715,
LUKSAN17,100,196,0,0.0,693.1245470192925,5,1010,0.15842008590698242,
LUKSAN17LS,100,0,0,540978.9002049016,0.0,5,1090,0.04324841499328613,
LUKSAN21,100,100,0,0.0,9.766700056832628,5,1011,0.05658292770385742,
LUKSAN21LS,100,0,0,97.92379482627648,0.0,1,1038,0.015287160873413086,
LUKSAN22,100,198,0,0.0,29.808134637022096,5,1020,0.14824199676513672,
LUKSAN22LS,100,0,0,1232.7101662848659,0.0,1,1082,0.0180208683013916,
MADSEN,3,6,0,1.00001,11.99999,56,1000,0.0184328556060791,
MADSSCHJ,201,398,0,1e-05,42679.56116193741,3,1030,0.3492119312286377,
MAKELA1,3,2,0,0.0,1.1180161003312947,56,1000,0.015404701232910156,
MAKELA2,3,3,0,0.0,61.74100679607679,56,1000,0.015386819839477539,
MAKELA3,21,20,0,0.0,850.0974532371215,19,1016,0.018700599670410156,
MAKELA4,21,40,0,1e-05,53.57234174461669,19,1016,0.022449731826782227,
MANCINO,100,0,1,1103265242232.273,0.0,6,673,0.5169315338134766,
MANCINONE,100,100,0,0.0,0.0008020667098667677,6,1010,0.941967248916626,
MARATOS,2,1,1,-0.9999414738864343,4.993695059696821e-07,3,32,0.0038535594940185547,
MARATOSB,2,0,1,48401.100000000086,0.0,6,85,0.0035400390625,
MATRIX2,6,2,0,2e+40,3.535533905932738e+39,42,1000,0.01612257957458496,
MAXLIKA,8,0,1,1136.9528911513437,0.0,2,76,0.006942272186279297,
MCONCON,15,11,-3,2e+20,5e+39,6,205,0.009302139282226562,
MDHOLE,2,0,1,6.6755818191430455e-06,0.0,9,260,0.004386425018310547,
MESH,33,48,0,0.00014245907863683007,1.8332687984161708e-06,13,1004,0.023455381393432617,
METHANB8,31,31,0,0.0,7.5595415901568185e-06,16,1024,0.02828192710876465,
METHANB8LS,31,0,1,1.0378538503363806,0.0,3,1001,0.011825799942016602,
METHANL8,31,31,0,0.0,0.21481337048658472,16,1029,0.027718067169189453,
METHANL8LS,31,0,1,4344.717213099349,0.0,6,259,0.005990505218505859,
MEXHAT,2,0,1,1463472.52952964,0.0,6,787,0.008060693740844727,
MEYER3,3,0,1,1690118549.4099345,0.0,6,847,0.008280515670776367,
MEYER3NE,3,16,0,0.0,16114.129213955273,73,1000,0.027123212814331055,
MGH09,4,11,0,0.0,0.06879084365755699,73,1000,0.02833271026611328,
MGH09LS,4,0,1,0.01945822603950512,0.0,2,59,0.0031280517578125,
MGH10,3,16,-3,0.0,67163516.03786434,31,461,0.031569480895996094,
MGH10LS,3,0,1,4515242471436487.0,0.0,6,91,0.0038471221923828125,
MGH10S,3,16,-3,0.0,67195297.72310653,6,69,0.020043134689331055,
MGH10SLS,3,0,1,2834308591382214.0,0.0,2,41,0.00563812255859375,
MGH17,5,33,-3,0.0,1.0516761847738676,34,379,0.031219959259033203,
MGH17LS,5,0,1,1.105391882700279,0.0,2,46,0.003185272216796875,
MGH17S,5,33,0,0.0,1.0361384111881127,80,1002,0.04955267906188965,
MGH17SLS,5,0,1,1.1028427024741154,0.0,2,46,0.004181861877441406,
MIFFLIN1,3,2,1,-0.9999971839180253,8.861901777980689e-07,75,1000,0.016083717346191406,
MIFFLIN2,3,2,0,0.0,4.911634657736153,56,1000,0.019919633865356445,
MINMAXBD,5,20,1,409.866261930125,1.0332521149791773e-07,18,693,0.020994186401367188,
MINMAXRB,3,4,0,1.0,3.605321631213989,56,1000,0.019651412963867188,
MINSURF,36,0,1,1.0000005328349757,0.0,3,487,0.0097198486328125,
MISRA1A,2,14,0,0.0,0.35308221320239075,94,1000,0.03325629234313965,
MISRA1ALS,2,0,1,5454.883724572648,0.0,6,787,0.008835554122924805,
MISRA1B,2,14,0,0.0,0.6000154081851796,76,1001,0.03502535820007324,
MISRA1BLS,2,0,1,5744.701188532023,0.0,6,787,0.008563518524169922,
MISRA1C,2,14,0,0.0,0.2587312431787634,85,1000,0.03873252868652344,
MISRA1CLS,2,0,1,6573.316444191857,0.0,6,787,0.008486032485961914,
MISRA1D,2,14,0,0.0,0.40152636028000716,74,1000,0.03172111511230469,
MISRA1DLS,2,0,1,6027.653458715403,0.0,6,787,0.009608745574951172,
MISTAKE,9,13,0,0.0,1.7320508075688772,34,1000,0.024514436721801758,
MNISTS0LS,494,0,0,11846.0,0.0,1,1000,9.959928750991821,
MNISTS5LS,494,0,0,10842.0,0.0,1,1000,8.102025032043457,
MOREBVNE,10,10,0,0.0,2.8169771430494003e-06,49,1003,0.023261547088623047,
MRIBASIS,24,55,0,24.98375,134.6332715075851,17,1010,0.026926040649414062,
MSS1,90,73,0,-4049.999999999999,90.60353193998561,6,1033,0.0340578556060791,
MUONSINE,1,512,0,0.0,215.4379485533993,183,1000,93.03299808502197,
MUONSINELS,1,0,1,50518.1592730886,0.0,9,118,0.006865024566650391,
MWRIGHT,5,3,1,24.97880814422781,2.0427274028483474e-07,5,100,0.008660316467285156,
NASH,18,24,0,0.0,52.21554705655343,35,1002,0.08305525779724121,
NELSON,3,128,-3,0.0,7.9057251426958,10,141,0.49073100090026855,
NELSONLS,3,0,1,62.61064302460271,0.0,6,847,0.011821985244750977,
NET1,43,57,0,0.0,1851.6140075136143,11,1024,0.028958797454833984,
NET2,133,160,0,0.0,2870.8662810632177,4,1102,0.06471705436706543,
NET3,427,521,0,-1.5169506927656742e+21,8.660254037844387e+19,2,1286,0.30925774574279785,
NYSTROM5,15,20,0,0.0,0.022123575556457165,29,1003,0.020656824111938477,
ODFITS,10,6,1,-2379.996924895027,3.293124483583019e-10,3,133,0.010452032089233398,
OPTCNTRL,29,20,-3,1.25e+39,7.5e+37,6,373,0.015065670013427734,
OPTPRLOC,30,30,0,-0.6375089999999988,6.473836328266822,14,1000,0.04377889633178711,
ORTHREGB,27,6,1,4.497807943660273e-10,8.288931405576835e-11,2,282,0.027945518493652344,
OSBORNE1,5,33,0,0.0,0.0074064260625780354,69,1000,0.052874088287353516,
OSBORNE2,11,65,0,0.0,0.2414490660631657,37,1007,0.1391134262084961,
OSBORNEA,5,0,1,0.8626968118926293,0.0,6,967,0.01113128662109375,
OSBORNEB,11,0,1,0.040984511901314066,0.0,5,481,0.011207342147827148,
OSCIPANE,10,10,0,0.0,0.9999999327844568,45,1000,0.024126529693603516,
OSCIPATH,500,0,1,0.9999908000169999,0.0,2,1014,0.0800473690032959,
OSLBQP,8,0,1,6.25e+39,0.0,1,21,0.004579782485961914,
PALMER1,4,0,1,11754.602802288335,0.0,6,115,0.006072282791137695,
PALMER1A,6,0,1,0.1056952642519754,0.0,4,205,0.005919694900512695,
PALMER1ANE,6,35,0,0.0,1.0547045997543711,49,1000,0.0427401065826416,
PALMER1B,4,0,1,3.447379836918899,0.0,4,171,0.0051517486572265625,
PALMER1BNE,4,35,-3,0.0,1.8567128618628461,77,856,0.06208658218383789,
PALMER1C,8,0,1,345295024.61318827,0.0,6,121,0.004651069641113281,
PALMER1D,7,0,1,28726649.228552397,0.0,6,115,0.006006956100463867,
PALMER1E,8,0,1,2084353.0243637508,0.0,6,121,0.005328655242919922,
PALMER1ENE,8,35,0,0.0,0.03101892710280222,49,1006,0.03810906410217285,
PALMER1NE,4,31,0,0.0,114.11419030039808,63,1003,0.09438920021057129,
PALMER2,4,0,1,3651.2412645259337,0.0,2,66,0.004973649978637695,
PALMER2A,6,0,1,0.02090960259877878,0.0,4,254,0.006074666976928711,
PALMER2ANE,6,23,0,0.0,0.14686904971888756,59,1000,0.031470537185668945,
PALMER2B,4,0,1,0.6232707146055945,0.0,3,127,0.005719423294067383,
PALMER2BNE,4,23,0,0.0,0.9571701267554715,68,1000,0.04211735725402832,
PALMER2C,8,0,1,26894034.37171162,0.0,6,121,0.005034446716308594,
PALMER2E,8,0,1,231576.35309361538,0.0,6,121,0.004778623580932617,
PALMER2ENE,8,23,0,0.0,0.6423655874404278,42,1000,0.02923870086669922,
PALMER2NE,4,23,0,0.0,61.374552449479935,71,1000,0.05671882629394531,
PALMER3,4,0,1,2265.958476679071,0.0,8,159,0.005959510803222656,
PALMER3A,6,0,1,0.02638999252377253,0.0,12,791,0.008848428726196289,
PALMER3ANE,6,23,0,0.0,0.833648369009102,49,1004,0.035291433334350586,
PALMER3B,4,0,1,4.227652586178002,0.0,4,149,0.0052950382232666016,
PALMER3BNE,4,23,0,0.0,2.0562426146822412,80,1001,0.05205702781677246,
PALMER3C,8,0,1,8121974.257823933,0.0,6,121,0.005833148956298828,
PALMER3E,8,0,1,88932.55753225739,0.0,6,121,0.005113840103149414,
PALMER3ENE,8,23,0,0.0,0.007125583971888962,52,1006,0.03560018539428711,
PALMER3NE,4,23,0,0.0,49.41631203291152,72,1001,0.03887152671813965,
PALMER4,4,0,1,2285.38324772521,0.0,10,167,0.004480838775634766,
PALMER4A,6,0,1,0.043088018236299076,0.0,7,459,0.006874799728393555,
PALMER4ANE,6,23,0,0.0,0.7449198464602802,50,1000,0.034126996994018555,
PALMER4B,4,0,1,6.83514417668855,0.0,3,96,0.005091428756713867,
PALMER4BNE,4,23,0,0.0,2.928125732890967,64,1001,0.05309748649597168,
PALMER4C,8,0,1,8094445.867910894,0.0,6,121,0.004162311553955078,
PALMER4E,8,0,1,85934.2678334393,0.0,6,121,0.0055866241455078125,
PALMER4ENE,8,23,0,0.0,1.2228097756760985,41,1000,0.03019571304321289,
PALMER4NE,4,23,0,0.0,49.45254179219235,59,1000,0.051653385162353516,
PALMER5A,8,0,1,2.1280865995634093,0.0,3,146,0.004036903381347656,
PALMER5ANE,8,12,0,0.0,1.4558508996482096,43,1000,0.022485733032226562,
PALMER5B,9,0,1,119801.0678236224,0.0,6,127,0.005026817321777344,
PALMER5BNE,9,12,0,0.0,5.213402293801641,49,1002,0.0378420352935791,
PALMER5C,6,0,1,2.1280868690457977,0.0,2,97,0.0051631927490234375,
PALMER5D,4,0,1,87.33939503485115,0.0,2,72,0.004517078399658203,
PALMER5E,8,0,0,0.06891099318820981,0.0,11,1003,0.010059595108032227,
PALMER5ENE,8,12,0,0.0,0.6062844550474623,41,1002,0.02757549285888672,
PALMER6A,6,0,1,0.1731274277173598,0.0,3,169,0.005496501922607422,
PALMER6ANE,6,13,0,0.0,0.2706695223223967,58,1000,0.023336410522460938,
PALMER6C,8,0,1,772166.1145763813,0.0,6,121,0.004554033279418945,
PALMER6E,8,0,1,6452.458508384478,0.0,6,121,0.004780292510986328,
PALMER6ENE,8,13,0,0.0,0.022502386359708727,50,1003,0.03587198257446289,
PALMER7A,6,0,1,12.013807239613227,0.0,13,744,0.009537935256958008,
PALMER7ANE,6,13,0,0.0,4.493764660672177,57,1004,0.02998948097229004,
PALMER7C,8,0,1,3205127.225543894,0.0,6,121,0.004681825637817383,
PALMER7E,8,0,1,17303.001553451428,0.0,6,121,0.005074501037597656,
PALMER7ENE,8,13,0,0.0,3.6707863406425973,45,1000,0.022863149642944336,
PALMER8A,6,0,1,0.07463225148881755,0.0,6,394,0.006674766540527344,
PALMER8ANE,6,12,0,0.0,0.32061026223115385,62,1005,0.02796459197998047,
PALMER8C,8,0,1,850271.0403397484,0.0,6,121,0.005694150924682617,
PALMER8E,8,0,1,3640.03087486759,0.0,6,121,0.004648685455322266,
PALMER8ENE,8,12,0,0.0,1.6746823051965463,41,1000,0.0248870849609375,
PARKCH,15,0,-3,-inf,0.0,6,179,0.06886053085327148,
PENALTY2,200,0,1,47116302552558.25,0.0,5,1050,0.03594541549682617,
PENALTY3,200,0,1,1584072353.8570702,0.0,5,1050,1.016474962234497,
PENLT1NE,10,11,0,0.0,2.7270905495632886e-05,63,1000,0.038623809814453125,
PENLT2NE,4,8,0,0.0,1.0454389600459138e-05,164,1000,0.08646655082702637,
PENTAGON,6,15,-3,nan,0.0,32,726,0.020745038986206055,
PFIT1,3,3,1,0.0,2.427762442717412e-07,27,276,0.012279272079467773,
PFIT1LS,3,0,1,0.00015630138255101682,0.0,6,200,0.005243062973022461,
PFIT2,3,3,1,0.0,6.693489816899392e-07,42,429,0.013458490371704102,
PFIT2LS,3,0,1,0.006533310707437902,0.0,6,251,0.0054476261138916016,
PFIT3,3,3,0,0.0,16.62112249945514,71,1001,0.022133827209472656,
PFIT3LS,3,0,1,0.05529873117493931,0.0,13,560,0.011490821838378906,
PFIT4,3,3,-3,0.0,45.31633701188721,34,397,0.015993833541870117,
PFIT4LS,3,0,1,0.2036968184313921,0.0,14,427,0.01028752326965332,
POLAK1,3,2,0,1e-05,47.41826292029771,56,1000,0.026450395584106445,
POLAK2,11,2,0,0.10001,100.5581894553581,30,1010,0.01727008819580078,
POLAK3,12,10,0,1.00001,137.64405612005223,28,1000,0.024926185607910156,
POLAK4,3,3,0,0.0,20997.810010000005,56,1000,0.019432544708251953,
POLAK5,3,2,0,1e-05,72.84200684974421,56,1000,0.016898393630981445,
POLAK6,5,4,0,0.0,11.999650005899927,46,1002,0.017236709594726562,
PORTFL1,12,1,1,0.020507653406575385,4.011432297446049e-10,3,300,0.008496284484863281,
PORTFL2,12,1,1,0.029705959306944984,4.0338624107683074e-10,3,300,0.008038520812988281,
PORTFL3,12,1,1,0.03277592671761071,4.006039944215445e-10,3,274,0.007718801498413086,
PORTFL4,12,1,1,0.0263159580579147,4.0188788408279663e-10,3,274,0.009184122085571289,
PORTFL6,12,1,1,0.025794878736584776,4.009911847013825e-10,3,274,0.012730598449707031,
POWELLBS,2,2,1,0.0,4.689259289419791e-07,26,218,0.016058921813964844,
POWELLBSLS,2,0,1,0.49523229718146,0.0,6,787,0.013630151748657227,
POWELLSE,4,4,1,0.0,9.039649192503862e-07,18,215,0.016460657119750977,
POWELLSQ,2,2,0,0.0,8.877120423933011,92,1000,0.018974781036376953,
POWELLSQLS,2,0,1,2.1163778197492037e-07,0.0,4,88,0.0044443607330322266,
POWERSUM,4,0,1,2647.859837819254,0.0,6,97,0.0037097930908203125,
POWERSUMB,4,0,1,37.43144670402407,0.0,2,40,0.004209280014038086,
POWERSUMNE,4,4,0,0.0,0.0005340549825195704,68,1000,0.025289535522460938,
PRICE3,2,0,1,17983.925759361624,0.0,6,85,0.0039899349212646484,
PRICE3B,2,0,1,3.225101810154404e-08,0.0,3,71,0.003920078277587891,
PRICE3NE,2,2,1,0.0,2.3142688995440032e-07,15,76,0.008902549743652344,
PRICE4,2,0,1,13420.717270457568,0.0,6,85,0.004663705825805664,
PRICE4B,2,0,1,1.3414131660201836e-07,0.0,10,301,0.006371498107910156,
PRICE4NE,2,2,1,0.0,9.627329682743674e-07,23,199,0.01029062271118164,
PRIMAL1,325,85,0,-5e+19,4.609772228646445e+20,2,1314,0.0874018669128418,
PRIMALC1,230,9,0,2.675000000000008e+41,3.1887847008029563e+25,3,1175,0.04003763198852539,
PRIMALC2,231,7,0,2.8500000000000098e+41,2.932722935541303e+25,3,1180,0.0410466194152832,
PRIMALC5,287,8,0,3.4625000000000165e+41,1.173449300598454e+25,2,1162,0.050316572189331055,
PROBPENL,500,0,0,1828865.1235787368,0.0,1,1005,0.07368254661560059,
PRODPL0,60,29,-3,5.499999999999999e+21,8.00000023841858e+38,6,785,0.02454829216003418,
PRODPL1,60,29,-3,5.499999999999999e+21,8.00000011920929e+39,6,785,0.02038884162902832,
PSPDOC,4,0,1,5e+19,0.0,1,17,0.005068778991699219,
PT,2,501,-3,nan,0.0,44,682,4.4492268562316895,
QC,7,4,1,-956.502334391498,0.0,3,121,0.009564876556396484,
QCNEW,7,3,-3,nan,0.0,6,117,0.012928485870361328,
QING,100,0,0,16052.945308500564,0.0,1,1078,0.015316963195800781,
QINGB,5,0,1,0.00047697377031047865,0.0,2,88,0.004423856735229492,
QINGNE,100,100,0,0.0,1.815713968597895,5,1010,0.05309557914733887,
QPCBLEND,83,74,0,1.1412500011499997e+42,1.1516061775782037e+22,6,1050,0.041664838790893555,
QPCBOEI1,384,351,0,2.0911292368000007e+42,2.5839817170000483e+22,2,1157,0.26886963844299316,
QPCBOEI2,143,166,0,8.431514078500003e+41,4.122055075099616e+21,4,1030,0.1044611930847168,
QPCSTAIR,385,356,0,5.212618028e+42,4.99282863054759e+21,2,1160,0.20668339729309082,
QPNBLEND,83,74,0,9.337499976899998e+41,1.1516061775782037e+22,6,1050,0.03339433670043945,
QPNBOEI1,384,351,0,1.2891579643700001e+42,2.5839817170000483e+22,2,1157,0.28824591636657715,
QPNBOEI2,143,166,0,5.360739436625e+41,4.122055075099616e+21,4,1030,0.08918285369873047,
QPNSTAIR,385,356,0,4.298755362694997e+42,4.99282863054759e+21,2,1160,0.19672703742980957,
QR3DBD,457,610,0,0.0,1.8933202145543548,2,1374,0.6471285820007324,
RAT42,3,9,0,0.0,2.9587263786438913,82,1001,0.022410154342651367,
RAT42LS,3,0,1,18223.4202,0.0,2,35,0.0036988258361816406,
RAT43,4,15,0,0.0,303.89317324888094,68,1001,0.02891063690185547,
RAT43LS,4,0,1,1076461.5963733334,0.0,2,46,0.004492282867431641,
READING6,101,50,0,-115.19310442012745,7.886632118693113e-07,1,1020,0.03130316734313965,
RECIPE,3,3,1,0.0,8.349119072969578e-07,23,233,0.01068425178527832,
RECIPELS,3,0,1,0.000126948743265205,0.0,3,70,0.0051195621490478516,
RES,20,14,1,0.0,2.4332306319645646e-07,2,105,0.00965571403503418,
RK23,17,11,-3,3e+20,1.6244287890140885,6,229,0.011650562286376953,
ROBOT,7,2,0,7.482643787835334,1.3322082749077826,49,1002,0.018108606338500977,
ROSENBR,2,0,1,8.565314719493278e-06,0.0,5,134,0.004900693893432617,
ROSENBRTU,2,0,1,100.98854041597214,0.0,1,5,0.004634380340576172,
ROSENMMX,5,4,1,0.0,0.0,46,1002,0.017793893814086914,
ROSZMAN1,4,25,0,0.0,0.3035239440920172,70,1000,0.037589073181152344,
ROSZMAN1LS,4,0,1,6.7567069065200265,0.0,6,907,0.009322404861450195,
RSNBRNE,2,2,1,0.0,4.423836717862993e-07,46,360,0.012880563735961914,
S268,5,5,-3,12048.0,0.0,30,653,0.017548084259033203,
S277-280,4,4,0,2.538095235e+20,4.166666649999999e+18,50,1000,0.025038480758666992,
S308,2,0,1,0.77319925828009,0.0,2,44,0.004433631896972656,
S308NE,2,3,0,0.0,0.8912208549566707,107,1000,0.018375158309936523,
S316-322,2,1,1,334.3144703856642,5.735324338784764e-07,35,409,0.007756948471069336,
S365,7,5,0,2.5e+39,5e+39,39,1004,0.0181276798248291,
S365MOD,7,5,0,2.5e+39,5e+39,39,1004,0.01731276512145996,
S368,8,0,1,-0.7499713028559649,0.0,3,158,0.005581855773925781,
SANTA,21,23,0,0.0,1.1127966320139961,22,1020,0.0351259708404541,
SANTALS,21,0,1,0.0006924093111608949,0.0,5,701,0.00979757308959961,
SCW1,7,8,-3,-16.0,0.0,35,903,0.01782822608947754,
SENSORS,100,0,0,-1488.7570176893146,0.0,1,1053,0.7897121906280518,
SIM2BQP,1,0,1,8.829142865669656e-06,0.0,2,21,0.003057718276977539,
SIMBQP,2,0,1,6.231620656915807e-06,0.0,2,35,0.0036449432373046875,
SIMPLLPA,2,2,0,0.30001,1.4421983221804135,63,1000,0.014941692352294922,
SIMPLLPB,2,3,-3,nan,0.0,51,794,0.020227670669555664,
SINEVAL,2,0,1,9.082554859797907e-05,0.0,9,302,0.006544351577758789,
SINVALNE,2,2,0,0.0,3.241842547888611e-06,88,1000,0.019161224365234375,
